activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19235334,[],CHEMBL4398303,Inhibition of DENV3 NS2B-NS3 serine protease after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCC[N+](CC)(CO)CO.[Br-],,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '14.05', 'le': '0.28', 'lle': '-0.55', 'sei': '11.48'}",CHEMBL4457482,,CHEMBL4597248,4.64,0,http://www.openphacts.org/units/Nanomolar,3210817,=,1,1,=,,IC50,nM,,22630.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,22.63
,19235335,[],CHEMBL4398304,Inhibition of DENV4 NS2B-NS3 serine protease after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCC[N+](CC)(CO)CO.[Br-],,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '14.05', 'le': '0.28', 'lle': '-0.55', 'sei': '11.48'}",CHEMBL4457482,,CHEMBL4597248,4.64,0,http://www.openphacts.org/units/Nanomolar,3210817,=,1,1,=,,IC50,nM,,22630.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,22.63
,19235337,[],CHEMBL4398306,Inhibition of DENV2 NS2B-NS3 serine protease expressed using Benzoyl-Nle-Lys-Arg-Arg-AMC as substrate measured preincubated for 3 mins followed by substrate addition by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '14.17', 'le': '0.33', 'lle': '1.30', 'sei': '7.91'}",CHEMBL1458891,,CHEMBL1458891,5.53,0,http://www.openphacts.org/units/Nanomolar,3210818,=,1,1,=,,IC50,nM,,2940.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,4.06,2.94
,19235338,[],CHEMBL4398306,Inhibition of DENV2 NS2B-NS3 serine protease expressed using Benzoyl-Nle-Lys-Arg-Arg-AMC as substrate measured preincubated for 3 mins followed by substrate addition by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '22.67', 'le': '0.42', 'lle': '3.64', 'sei': '6.15'}",CHEMBL1324,TOLCAPONE,CHEMBL1324,6.19,0,http://www.openphacts.org/units/Nanomolar,3210819,=,1,1,=,,IC50,nM,,640.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,1.15,0.64
,19235356,[],CHEMBL4398313,Inhibition of DENV2 NS2B-NS3 serine protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate after 15 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(NS(=O)(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '10.62', 'le': '0.20', 'lle': '0.47', 'sei': '5.17'}",CHEMBL4550503,,CHEMBL4550503,4.32,0,http://www.openphacts.org/units/Nanomolar,3210893,=,1,1,=,,IC50,nM,,48200.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,48.2
,19235357,[],CHEMBL4398313,Inhibition of DENV2 NS2B-NS3 serine protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate after 15 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccccc2C(=O)N1c1ccc(S(=O)(=O)Nc2cccc3ccccc23)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4396891,Eur J Med Chem,2019.0,,CHEMBL4584771,,CHEMBL4584771,,0,http://www.openphacts.org/units/Nanomolar,3210894,=,1,1,=,,IC50,nM,,121900.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,121.9
,19235358,[],CHEMBL4398314,Inhibition of His-tagged DENV2 NS2B-NS3 serine protease expressed in baculovirus infected sf9 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '13.27', 'le': '0.26', 'lle': '1.61', 'sei': '5.29'}",CHEMBL4441383,,CHEMBL4441383,5.17,0,http://www.openphacts.org/units/Nanomolar,3210823,=,1,1,=,,IC50,nM,,6700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,6.7
,19235359,[],CHEMBL4398315,Inhibition of His-tagged DENV2 NS2B-NS3 serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '13.67', 'le': '0.27', 'lle': '1.77', 'sei': '5.44'}",CHEMBL4441383,,CHEMBL4441383,5.33,0,http://www.openphacts.org/units/Nanomolar,3210823,=,1,1,=,,IC50,nM,,4700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,4.7
,19235465,[],CHEMBL4398407,Inhibition of DENV2 NS2B-NS3 serine protease expressed in human Huh7 cells after 3 days by Phospha-Light SEAP reporter gene Assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '13.27', 'le': '0.26', 'lle': '1.61', 'sei': '5.29'}",CHEMBL4441383,,CHEMBL4441383,5.17,0,http://www.openphacts.org/units/Nanomolar,3210823,=,1,1,=,,IC50,nM,,6700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,6.7
,19235466,[],CHEMBL4398408,Inhibition of DENV2 NS2B-NS3 serine protease using Boc-GRR-AMC as substrate after 30 mins,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4396891,Eur J Med Chem,2019.0,"{'bei': '13.67', 'le': '0.27', 'lle': '1.77', 'sei': '5.44'}",CHEMBL4441383,,CHEMBL4441383,5.33,0,http://www.openphacts.org/units/Nanomolar,3210823,=,1,1,=,,IC50,nM,,4700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,4.7
,19440560,[],CHEMBL4431498,Inhibition of RNA unwinding activity of thioredoxin/His6 tagged Dengue virus 2 TSV01 NS3 helicase (171 to 618 residues) expressed in Escherichia coli Rosetta (DE3) using Cy5-MBHA as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '8.25', 'le': '0.17', 'lle': '-3.09', 'sei': '3.93'}",CHEMBL4447800,,CHEMBL4598395,5.82,0,http://www.openphacts.org/units/Nanomolar,3247448,=,1,1,=,,IC50,nM,,1500.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,1.5
,19440561,[],CHEMBL4431528,Inhibition of Dengue virus 2 NS3 helicase incubated for 2 mins followed by ATP addition,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '8.93', 'le': '0.18', 'lle': '-2.61', 'sei': '4.25'}",CHEMBL4447800,,CHEMBL4598395,6.30,0,http://www.openphacts.org/units/Nanomolar,3247448,=,1,1,=,,IC50,nM,,500.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,0.5
,19440599,[],CHEMBL4431538,Inhibition of Dengue virus 2 Taiwanese PL046 NS2B-NS3 protease using Ac-TTSTRR-pNA as substrate preincubated for 10 mins followed by addition of substrate measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCC[N+](CC)(CO)CO.[Br-],,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '14.05', 'le': '0.28', 'lle': '-0.55', 'sei': '11.48'}",CHEMBL4457482,,CHEMBL4597248,4.65,0,http://www.openphacts.org/units/Nanomolar,3247454,=,1,1,=,,IC50,nM,,22600.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,22.6
,19440606,[],CHEMBL4431545,Inhibition of the Dengue virus 2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3)-RIPL cells using Pyr-RTKR-AMC as substrate preincubated for 30 mins followed by addition of substrate,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cc(N)c(/N=N/c2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1/N=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '8.68', 'le': '0.18', 'lle': '-0.64', 'sei': '2.53'}",CHEMBL4436496,,CHEMBL4436496,5.56,0,http://www.openphacts.org/units/Nanomolar,3247456,=,1,1,=,,IC50,nM,,2750.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,2.75
,19440610,[],CHEMBL4431549,Inhibition of recombinant Dengue virus 2 S-16803 NS2B-NS3 protease using Bz-nKRRAMC as substrate preincubated with enzyme followed by substrate addition measured after 20 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2ccc(C(=O)O)cc2)s1)c1nc2cc(Cl)ccc2[nH]1,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '12.87', 'le': '0.25', 'lle': '-0.48', 'sei': '5.82'}",CHEMBL4441561,,CHEMBL4441561,5.22,1,http://www.openphacts.org/units/Nanomolar,3247458,=,1,1,=,,IC50,nM,,5950.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,5.95
,19440614,[],CHEMBL4431553,Inhibition of Dengue virus 2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-7-amino-4-methylcoumarin as substrate after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccccc1Oc1ccc2cc(O)ccc2c1,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '12.10', 'le': '0.23', 'lle': '-0.23', 'sei': '4.80'}",CHEMBL4440832,,CHEMBL4440832,5.38,1,http://www.openphacts.org/units/Nanomolar,3247460,=,1,1,=,,IC50,nM,,4200.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,4.2
,19440615,[],CHEMBL4431554,Inhibition of Dengue virus 3 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using PhAc-Lys-Arg-Arg-AMC as substrate after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccccc1Oc1ccc2cc(O)ccc2c1,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '13.51', 'le': '0.26', 'lle': '0.39', 'sei': '5.37'}",CHEMBL4440832,,CHEMBL4440832,6.00,0,http://www.openphacts.org/units/Nanomolar,3247460,=,1,1,=,,IC50,nM,,990.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,0.99
,19440616,[],CHEMBL4431556,Inhibition of Dengue virus 2 GFP/DsRed fused NS2B-NS3 protease co-transfected in HEK293T cells by Western blot analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccccc1Oc1ccc2cc(O)ccc2c1,,,CHEMBL4431301,J Med Chem,2016.0,"{'bei': '12.36', 'le': '0.23', 'lle': '-0.12', 'sei': '4.91'}",CHEMBL4440832,,CHEMBL4440832,5.50,0,http://www.openphacts.org/units/Nanomolar,3247460,=,1,1,=,,IC50,nM,,3200.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,3.2
,20674586,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,"{'bei': '9.57', 'le': '0.18', 'lle': '4.59', 'sei': '2.71'}",CHEMBL3741422,,CHEMBL3741422,6.17,0,http://www.openphacts.org/units/Nanomolar,3481524,=,1,1,=,,IC50,nM,,680.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,0.68
Not Determined,20674587,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4647630,,CHEMBL4647630,,0,,3481526,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674588,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCCN)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4645960,,CHEMBL4645960,,0,,3481527,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674589,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCCCCN)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4646482,,CHEMBL4646482,,0,,3481528,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674590,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCCCCCCN)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4640965,,CHEMBL4640965,,0,,3481529,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674591,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCCCCCCNC(=N)N)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4635939,,CHEMBL4635939,,0,,3481530,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674592,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccccc1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4634164,,CHEMBL4634164,,0,,3481531,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674593,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccncc1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4635612,,CHEMBL4635612,,0,,3481532,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674594,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4640656,,CHEMBL4640656,,0,,3481533,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674595,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(C#N)cc1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4640682,,CHEMBL4640682,,0,,3481534,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674596,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)Nc1ccc(N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4646913,,CHEMBL4650910,,0,,3481535,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674597,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4634206,,CHEMBL4650942,,0,,3481536,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674598,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(N)nc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4636025,,CHEMBL4651065,,0,,3481537,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
Not Determined,20674599,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)Nc1ccc(CN)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4644051,,CHEMBL4651212,,0,,3481538,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
,20674600,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(CN)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,,,CHEMBL4619777,J Med Chem,2020.0,"{'bei': '11.21', 'le': '0.21', 'lle': '0.53', 'sei': '5.68'}",CHEMBL4640386,,CHEMBL4650744,5.31,0,http://www.openphacts.org/units/Nanomolar,3481539,=,1,1,=,,IC50,nM,,4900.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,4.9
,20674602,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1cccc(CN)c1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,"{'bei': '9.55', 'le': '0.18', 'lle': '-0.26', 'sei': '4.84'}",CHEMBL4638202,,CHEMBL4638202,4.52,0,http://www.openphacts.org/units/Nanomolar,3481522,=,1,1,=,,IC50,nM,,30000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,30.0
Not Determined,20674603,[],CHEMBL4621577,Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(CN(C)C)cc1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4619777,J Med Chem,2020.0,,CHEMBL4648935,,CHEMBL4648935,,0,,3481509,,1,0,,,IC50,,,,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,,,,
